0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,Year,Natural_Calamities,Wind_speed,Rainfall_Actual,Rainfall_Normal,Population_Urban,Population_Rural,Fishing_Inland,Fishing_Marine,Harbour_Plastic,Beach_plastics,Climate_change,Plastic_entering_sea
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20.3,258.6,444,19768000,172000,0.01,0,0,0,0,41242.12
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24.5,4385.8,2875.3,1108000,435000,0.04,1.01,228.89,298.6875,0,518.24
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,24.25,2033.1,1430.1,32010000,36235000,1.58,7.01,282.63,4536,0,35164.22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20.3,258.6,444,11503000,17304000,1.91,0,0,0,0,20257.15
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16.5,684.2,763.5,748000,6567000,0.14,0,0,0,1,1242.26
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13.5,445.8,567.5,3918000,9319000,0.21,0,0,0,0,3616.26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21.15,865.6,1054.7,9599000,27982000,2.23,0,0,0,0,7537.37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,29.25,5248,4274,28140000,37833000,2.29,4.03,47.44,1044.9,0,23465.67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,16.25,2310.2,2049.3,23675000,11511000,2.05,4.75,47.36,2128.28,0,9145.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,32.6,1231.7,1013.1,64000,4000,0,0.2,0,0,0,135.36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,22.75,2692.7,1906.1,23618000,58995000,2,0,0,0,0,22505.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,25.15,7198,5238.4,58240000,64293000,1.18,4.43,536.93,2436.07,0,87434.22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,14.2,1114.8,1426.7,979000,2132000,0.32,0,0,0,0,30.48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17.65,1567.9,1773.7,663000,2569000,0.14,0,0,0,0,3.81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7.7,1114.8,1426.7,648000,547000,0.07,0,0,0,0,746.88
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8.3,1114.8,1426.7,874000,1281000,0.09,0,0,0,0,453.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,23.7,1232.5,1155.3,8197000,36922000,6.6,1.58,24.56,1779.97,0,7255.38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,30.6,401.9,342,1056000,459000,0.07,0.44,0,113.4,0,1047.92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,17.75,444.3,467.3,12125000,17814000,1.51,0,0,0,0,15448.17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,23.35,1234.5,868.2,20248000,57353000,1.16,0,0,0,0,25687.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,13.8,1884.1,1970.8,276000,389000,0,0,0,0,1,266.74
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,26.1,401.9,342,39465000,36348000,1.74,5.83,440.31,3385.8,0,47495.32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,25.6,805,759.6,16748000,20535000,3,0,0,0,0,38586.14
